resume_id,resume_text,resume_skills_norm,resume_titles_norm,resume_years_experience
53_b80e31,"machine learning engineer, fintech engineer. machine learning engineer with 9.32 years of experience building scalable systems. worked on real-time analytics. strong background in postgresql, kotlin, typescript, azure, react. delivered high-impact solutions using modern engineering practices. technical skills: postgresql, kotlin, typescript, azure, react, linux, ci/cd, vue, microservices, spring, git, terraform. education: bachelor of engineering, information systems. expertise includes: cloud infrastructure provisioning, front-end and back-end integration, developed algorithm optimization.","['postgresql', 'kotlin', 'typescript', 'azure', 'react', 'linux', 'ci/cd', 'vue', 'microservices', 'spring', 'git', 'terraform']","['machine learning engineer', 'fintech engineer']",9.32
54_fe491d,"site reliability engineer, healthtech engineer. site reliability engineer with 11.32 years of experience building scalable systems. worked on cloud-native apps. strong background in flask, angular, git, tensorflow, kotlin. delivered high-impact solutions using modern engineering practices. technical skills: flask, angular, git, tensorflow, kotlin, redis, typescript. education: b.s. information technology, software engineering. expertise includes: front-end and back-end integration, continuous integration deployment (ci/cd), system architecture design.","['flask', 'angular', 'git', 'tensorflow', 'kotlin', 'redis', 'typescript']","['site reliability engineer', 'healthtech engineer']",11.32
55_68b661,"data scientist. data scientist with 7.3 years of experience building scalable systems. worked on secure platforms. strong background in flask, typescript, azure, terraform, c#. delivered high-impact solutions using modern engineering practices. technical skills: flask, typescript, azure, terraform, c#, aws, kubernetes, rust, redis. education: b.s. information technology, software engineering. expertise includes: managed database structures, data pipeline orchestration, agile methodologies, scrum.","['flask', 'typescript', 'azure', 'terraform', 'c#', 'aws', 'kubernetes', 'rust', 'redis']",['data scientist'],7.3
56_9d5f01,"mobile app developer, e-commerce developer. mobile app developer with 0.9 years of experience building scalable systems. worked on distributed systems. strong background in graphql, tensorflow, scikit-learn, sql, react. delivered high-impact solutions using modern engineering practices. technical skills: graphql, tensorflow, scikit-learn, sql, react, python, gcp, angular. education: master of science, artificial intelligence and data science. expertise includes: developed algorithm optimization, system architecture design, data pipeline orchestration.","['graphql', 'tensorflow', 'scikit-learn', 'sql', 'react', 'python', 'gcp', 'angular']","['mobile app developer', 'e-commerce developer']",0.9
57_baa0db,"data scientist. data scientist with 6.19 years of experience building scalable systems. worked on ml pipelines. strong background in typescript, c#, kotlin, node.js, linux. delivered high-impact solutions using modern engineering practices. technical skills: typescript, c#, kotlin, node.js, linux, flask. education: m.sc computer science & engineering, big data analytics. expertise includes: machine learning model training, agile methodologies, scrum, developed algorithm optimization.","['typescript', 'c#', 'kotlin', 'node.js', 'linux', 'flask']",['data scientist'],6.19
58_973e3c,"data engineer, cloud platforms engineer. data engineer with 4.03 years of experience building scalable systems. worked on cloud-native apps. strong background in ci/cd, react, flask, terraform, kubernetes. delivered high-impact solutions using modern engineering practices. technical skills: ci/cd, react, flask, terraform, kubernetes, django, c++, pandas, azure, c#. education: m.sc computer science & engineering, big data analytics. expertise includes: developed algorithm optimization, data pipeline orchestration, restful api development, microservices.","['ci/cd', 'react', 'flask', 'terraform', 'kubernetes', 'django', 'c++', 'pandas', 'azure', 'c#']","['data engineer', 'cloud platforms engineer']",4.03
59_c5ce7f,"ai engineer, healthtech engineer. ai engineer with 7.69 years of experience building scalable systems. worked on cloud-native apps. strong background in pandas, graphql, ci/cd, rest apis, flask. delivered high-impact solutions using modern engineering practices. technical skills: pandas, graphql, ci/cd, rest apis, flask, git, azure, kubernetes. education: m.sc computer science & engineering, big data analytics. expertise includes: cloud infrastructure provisioning, system architecture design, machine learning model training.","['pandas', 'graphql', 'ci/cd', 'rest apis', 'flask', 'git', 'azure', 'kubernetes']","['ai engineer', 'healthtech engineer']",7.69
60_1466fb,"devops engineer, fintech engineer. devops engineer with 3.96 years of experience building scalable systems. worked on real-time analytics. strong background in python, graphql, gcp, angular, azure. delivered high-impact solutions using modern engineering practices. technical skills: python, graphql, gcp, angular, azure, microservices, kotlin, ci/cd, postgresql, tensorflow, sql. education: bachelor of engineering, information systems. expertise includes: managed database structures, developed algorithm optimization, system architecture design.","['python', 'graphql', 'gcp', 'angular', 'azure', 'microservices', 'kotlin', 'ci/cd', 'postgresql', 'tensorflow', 'sql']","['devops engineer', 'fintech engineer']",3.96
61_aacbd1,"frontend developer, fintech developer. frontend developer with 9.48 years of experience building scalable systems. worked on ml pipelines. strong background in numpy, django, flask, python, react. delivered high-impact solutions using modern engineering practices. technical skills: numpy, django, flask, python, react, git, scikit-learn, linux, typescript, redis, pytorch, kubernetes. education: bachelor of engineering, information systems. expertise includes: system architecture design, continuous integration deployment (ci/cd), agile methodologies, scrum.","['numpy', 'django', 'flask', 'python', 'react', 'git', 'scikit-learn', 'linux', 'typescript', 'redis', 'pytorch', 'kubernetes']","['frontend developer', 'fintech developer']",9.48
62_9e7c4b,"backend developer, ai systems developer. backend developer with 8.96 years of experience building scalable systems. worked on distributed systems. strong background in django, terraform, linux, kotlin, typescript. delivered high-impact solutions using modern engineering practices. technical skills: django, terraform, linux, kotlin, typescript, node.js. education: bachelor of engineering, information systems. expertise includes: cloud infrastructure provisioning, agile methodologies, scrum, system architecture design.","['django', 'terraform', 'linux', 'kotlin', 'typescript', 'node.js']","['backend developer', 'ai systems developer']",8.96
63_e6398e,"data engineer, gaming engineer. data engineer with 7.18 years of experience building scalable systems. worked on secure platforms. strong background in vue, gcp, spring, kotlin, sql. delivered high-impact solutions using modern engineering practices. technical skills: vue, gcp, spring, kotlin, sql, node.js, c++, git, linux, azure, javascript, graphql. education: bachelor of science in computer science, department of mathematics. expertise includes: machine learning model training, cloud infrastructure provisioning, agile methodologies, scrum.","['vue', 'gcp', 'spring', 'kotlin', 'sql', 'node.js', 'c++', 'git', 'linux', 'azure', 'javascript', 'graphql']","['data engineer', 'gaming engineer']",7.18
